Book	Chapter	Verse	ID	SupportReference	OrigQuote	Occurrence	GLQuote	OccurrenceNote	VerseId
GEN	7	16	j6fz	figs-explicit		0.0	after them	The full meaning can be stated explicitly. Alternate translation: “after they entered the ark” (See: [[rc://en/ta/man/translate/figs-explicit]])	GEN 7:16
GEN	7	22	wlj2	figs-synecdoche		0.0	who breathed the breath of life through their noses	Here “noses” represent the whole animal or human. Alternate translation: “everyone that breathed” (See: [[rc://en/ta/man/translate/figs-synecdoche]])	GEN 7:22
GEN	7	22	cdp8	figs-metonymy		0.0	the breath of life	The words “breath” and “life” represent the power that causes people and animals to be alive. (See: [[rc://en/ta/man/translate/figs-metonymy]])	GEN 7:22
GEN	7	23	ki1a	figs-activepassive		0.0	So every living thing…was wiped out	If necessary, this can be stated in active form. Alternate translation: “So every living thing…perished” or “So the flood completely destroyed every living thing” (See: [[rc://en/ta/man/translate/figs-activepassive]])	GEN 7:23
GEN	7	23	wvw2	figs-activepassive		0.0	They were all destroyed	This can be stated in active form. Alternate translation: “God destroyed them all” (See: [[rc://en/ta/man/translate/figs-activepassive]])	GEN 7:23
GEN	8	2	zi8q	figs-activepassive		0.0	The fountains of the deep and the windows of heaven were closed	“The water stopped coming out of the ground and the rain stopped falling.” This can be stated in active form. Alternate translation: “God closed the fountains of the deep and the windows of heaven” (See: [[rc://en/ta/man/translate/figs-activepassive]])	GEN 8:2
GEN	8	5	yhx2	figs-explicit		0.0	appeared	This can be made more explicit: “appeared above the surface of the water.” (See: [[rc://en/ta/man/translate/figs-explicit]])	GEN 8:5
GEN	8	6	k8bq	figs-distinguish		0.0	It came about…the window of the ark which he had made	The phrase “which he had made” tells about the window. Some languages may need to make this phrase a separate sentence: “Noah had made a window in the boat. It came about after forty days that he opened the window” (See: [[rc://en/ta/man/translate/figs-distinguish]])	GEN 8:6
GEN	8	7	dn2u	figs-activepassive		0.0	until the waters were dried up	This can be stated in active form. Alternate translation: “until the wind dried up the waters” or “until the waters dried up” (See: [[rc://en/ta/man/translate/figs-activepassive]])	GEN 8:7
GEN	8	12	x79p	figs-explicit		0.0	She did not return again to him	If people would not understand, you could state the reason explicitly: “She did not return again to him because she found a place to land.” (See:[[rc://en/ta/man/translate/figs-explicit]])	GEN 8:12
GEN	8	13	dvf1	figs-activepassive		0.0	the waters were dried up from off the earth	This can be stated in active form. Alternate translation: “the waters covering the earth dried up” or “the wind dried up the waters covering the earth” (See: [[rc://en/ta/man/translate/figs-activepassive]])	GEN 8:13
GEN	8	16	k1zj	figs-go		0.0	Go out of	“Leave.” Some translations read “Come out.” (See: [[rc://en/ta/man/translate/figs-go]])	GEN 8:16
GEN	8	17	y1p1	figs-go		0.0	Take out	“Take.” Some translations read “Bring out.” (See: [[rc://en/ta/man/translate/figs-go]])	GEN 8:17
GEN	8	17	bv2p	figs-doublet		0.0	be fruitful and multiply	This is an idiom. See how this is translated in [Genesis 1:28](../01/28.md). God wanted the humans and animals to reproduce, so there would be many of them. (See: [[rc://en/ta/man/translate/figs-doublet]] and [[rc://en/ta/man/translate/figs-idiom]])	GEN 8:17
GEN	8	18	e5a9	figs-go		0.0	Noah went out	Some translations read “Noah came out.” (See: [[rc://en/ta/man/translate/figs-go]])	GEN 8:18
GEN	8	21	t7q2	figs-explicit		0.0	because of mankind	This can be made more explicit: “because mankind is sinful.” (See: [[rc://en/ta/man/translate/figs-explicit]])	GEN 8:21
GEN	8	22	v7fe	figs-merism		0.0	cold and heat, summer and winter	These expressions both refer to two major weather conditions in the year. Translators may use local expressions. (See: [[rc://en/ta/man/translate/figs-merism]])	GEN 8:22
GEN	8	22	vy7b	figs-doublenegatives		0.0	will not cease	“will not cease to exist” or “will not cease to occur.” This can be expressed in a positive manner. Alternate translation: “will continue” (See: [[rc://en/ta/man/translate/figs-doublenegatives]])	GEN 8:22
GEN	9	1	bpc9	figs-doublet		0.0	Be fruitful, multiply, and fill the earth	This is God’s blessing. He told Noah and his family to produce more humans like themselves, so that there would be many of them. The word “multiply” explains how they are to be “fruitful.” See how you translated these commands in [Genesis 1:28](../01/28.md). (See: [[rc://en/ta/man/translate/figs-doublet]] and [[rc://en/ta/man/translate/figs-idiom]])	GEN 9:1
GEN	9	2	e28l	figs-metaphor		0.0	The fear of you and the dread of you will be upon every living animal…and upon all the fish of the sea	The writer speaks of fear and dread as if they were physical objects that could be upon the animals. Alternate translation: “Every living animal…and all the fish of the sea will be dreadfully afraid of you” (See: [[rc://en/ta/man/translate/figs-metaphor]])	GEN 9:2
GEN	9	2	ax85	figs-doublet		0.0	The fear of you and the dread of you	The words “fear” and “dread” mean basically the same thing and emphasize how afraid the animals will be of mankind. Alternate translation: “A dreadful fear of you” or “A terrible fear of you” (See: [[rc://en/ta/man/translate/figs-doublet]])	GEN 9:2
GEN	9	2	g7t3	figs-metonymy		0.0	They are given into your hand	The hand represents control. This can be made active. Alternate translation: “They are given into your control” or “I have put them under your control” (See: [[rc://en/ta/man/translate/figs-metonymy]] and [[rc://en/ta/man/translate/figs-activepassive]])	GEN 9:2
GEN	9	5	w9jw	figs-explicit		0.0	for your blood, the life that is in your blood	It is implied that the blood is shed, or poured out, or spilled out. Alternate translation: “if anyone causes your blood to pour out” or “if anyone spills your blood” or “if anyone kills you” (See: [[rc://en/ta/man/translate/figs-explicit]] and [[rc://en/ta/man/translate/figs-metaphor]])	GEN 9:5
GEN	9	5	f5z4	figs-synecdoche		0.0	from the hand	Here the word “hand” refers to the one who is responsible for something happening. (See: [[rc://en/ta/man/translate/figs-synecdoche]])	GEN 9:5
GEN	9	5	hye6	figs-synecdoche		0.0	From the hand of	This phrase refers to the person in a very personal way. Alternate translation: “From that very man” (See: [[rc://en/ta/man/translate/figs-synecdoche]])	GEN 9:5
GEN	9	6	ghj9	figs-metaphor		0.0	Whoever sheds man’s blood, by man will his blood be shed	The shedding of blood is a metaphor for killing someone. This means that if a person murders someone, someone else must kill the murderer. However, “blood” is very significant in this passage and should be used in the translation if possible. Translate “sheds blood” with words that indicate a major loss of blood that causes death. (See: [[rc://en/ta/man/translate/figs-metaphor]])	GEN 9:6
GEN	9	7	r2cz	figs-doublet		0.0	be fruitful and multiply	This is God’s blessing. He told Noah and his family to produce more humans like themselves, so that there would be many of them. The word “multiply” explains how they are to be “fruitful.” See how you translated this in [Genesis 1:28](../01/28.md). (See: [[rc://en/ta/man/translate/figs-doublet]] and [[rc://en/ta/man/translate/figs-idiom]])	GEN 9:7
GEN	9	11	zug5	figs-synecdoche		0.0	all flesh	Possible meanings for what “all flesh” represents are (1) all human beings or (2) all physical beings, including humans and animal. See how this is translated in [Genesis 6:12](../06/12.md). (See: [[rc://en/ta/man/translate/figs-synecdoche]])	GEN 9:11
GEN	9	14	f9zr	figs-activepassive		0.0	the rainbow is seen	It is not clear who will see the rainbow, but because the covenant is between Yahweh and people, if you need to say who it is who will see the rainbow, it would be best to name both Yahweh and people. This can be translated in active form. Alternate translation: “people and I see the rainbow” (See: [[rc://en/ta/man/translate/figs-activepassive]])	GEN 9:14
GEN	9	15	vn2n	figs-synecdoche		0.0	all flesh	Possible meanings for what “all flesh” represents are (1) all human beings or (2) all physical beings, including humans and animal. See how this is translated in [Genesis 6:12](../06/12.md). (See: [[rc://en/ta/man/translate/figs-synecdoche]])	GEN 9:15
GEN	10	19	vy73	figs-explicit		0.0	from Sidon, in the direction of Gerar, as far as Gaza	The direction south can be stated explicitly if needed. Alternate translation: “from Sidon city in the north as far south as Gaza town, which is near Gerar” (See: [[rc://en/ta/man/translate/figs-explicit]])	GEN 10:19
GEN	10	19	rp9w	figs-explicit		0.0	as one goes toward Sodom, Gomorrah, Admah, and Zeboyim, as far as Lasha	The direction “east” or “inland” can be stated explicitly if needed. Alternate translation: “then east toward Sodom, Gomorrah, Admah, and Zeboyim towns, as far as Lasha” (See: [[rc://en/ta/man/translate/figs-explicit]])	GEN 10:19
GEN	10	25	wad2	figs-activepassive		0.0	the earth was divided	This can be made active. Alternate translation: “the people of the earth divided themselves” or “the people of the earth separated from one another” or “God divided the people of the earth” (See: [[rc://en/ta/man/translate/figs-activepassive]])	GEN 10:25
GEN	10	32	bp4b	figs-explicit		0.0	after the flood	This can be stated clearly or more explicitly. Alternate translation: “after the flood destroyed the earth” (See: [[rc://en/ta/man/translate/figs-explicit]])	GEN 10:32
GEN	11	1	gr4c	figs-metonymy		0.0	the whole earth	This represents all the people on the earth. Alternate translation: “all the people on the earth” (See: [[rc://en/ta/man/translate/figs-metonymy]])	GEN 11:1
GEN	11	1	y7c6	figs-parallelism		0.0	used one language and had the same words	These two phrases mean basically the same thing and emphasize that all people spoke the same language. (See: [[rc://en/ta/man/translate/figs-parallelism]])	GEN 11:1
GEN	11	4	ejq9	figs-activepassive		0.0	we will be scattered	This can be stated in active form. Alternate translation: “we will separate from each other and live in different places” (See: [[rc://en/ta/man/translate/figs-activepassive]])	GEN 11:4
GEN	11	5	t6pt	figs-explicit		0.0	came down	The information about where he came down from can be made explicit: “came down from heaven.” This does not tell how he came down. Use a general word meaning “came down.” (See: [[rc://en/ta/man/translate/figs-explicit]])	GEN 11:5
GEN	11	6	ux98	figs-doublenegatives		0.0	nothing that they intend to do will be impossible for them	This can be stated in positive form. Alternate translation: “anything they intend to do will be possible for them” (See: [[rc://en/ta/man/translate/figs-doublenegatives]])	GEN 11:6
GEN	11	7	i17m	figs-pronouns		0.0	let us go down	The word “us” is plural even though it refers to God. Some translate it as “let me go down” or “I will go down.” If you do this, consider adding a footnote to say that the pronoun is plural. See the note on “Let us make” in [Genesis 1:26](../01/26.md). (See: [[rc://en/ta/man/translate/figs-pronouns]])	GEN 11:7
GEN	11	7	d22g	figs-explicit		0.0	confuse their language	This means that Yahweh would cause the people all over the earth to stop speaking the same language. Alternate translation: “mix up their language” (See: [[rc://en/ta/man/translate/figs-explicit]])	GEN 11:7
GEN	11	7	plc4	figs-explicit		0.0	so that they may not understand each other	This was the purpose of confusing their language. Alternate translation: “so that they will not be able to understand what each other is saying” (See: [[rc://en/ta/man/translate/figs-explicit]])	GEN 11:7
