MACULA_IDs	MARBLE_IDs
o140130190151	01401301900036
o140130190152	01401301900038
o140130190161 o140130190162	01401301900040
o140130190171	01401301900042
o140130190172	01401301900044
o140130190191	01401301900048
o140130190201	01401301900050
o140130190202 o140130190203	01401301900052
o140130200011	01401302000002
o140130200012	01401302000004
o140130200021	01401302000006
o140130200031	01401302000008
o140130200041	01401302000010
o140130200051	01401302000012
o140130200061	01401302000014
o140130200062	01401302000016
o140130200071	01401302000018
o140130200081	01401302000020
o140130200082 o140130200083	01401302000022
o140130200091	01401302000024
o140130200101	01401302000026
o140130200102	01401302000028
o140130210011	01401302100002
o140130210012	01401302100004
o140130210021	01401302100006
o140130210031	01401302100008
o140130210032	01401302100010
o140130210041 o140130210042	01401302100012
o140130210051	01401302100014
o140130210061	01401302100016
o140130210071	01401302100018
o140130210081	01401302100020
o140130210082	01401302100022
o140130210091	01401302100024
o140130210101	01401302100026
o140130210102	01401302100028
o140130210111	01401302100030
o140130210121	01401302100032
o140130210122	01401302100034
o140130210131	01401302100036
o140130210141	01401302100038
o140130220011	01401302200002
o140130220012	01401302200004
o140130220021	01401302200006
o140130220031	01401302200008
o140130220041	01401302200010
o140130220042 o140130220043	01401302200012
o140130220051	01401302200014
o140130220052 o140130220053	01401302200016
o140130220061	01401302200018
o140130220071	01401302200020
o140130220072	01401302200022
o140130220081	01401302200024
o140130220082	01401302200026
o140130220091	01401302200028
o140130230011	01401302300002
o140130230012	01401302300004
o140130230021	01401302300006
o140130230031	01401302300008
o140130230041 o140130230042	01401302300010
o140130230051	01401302300012
o140130230052	01401302300014
o140130230061 o140130230062	01401302300016
o140130230071	01401302300018
o140130230072	01401302300020
o140130230081	01401302300022
o140130230091	01401302300024
o140130230092	01401302300026
o140130230101	01401302300028
o140130230111 o140130230112	01401302300030
o140130230121 o140130230122	01401302300032
o140130230131	01401302300034
o140130230132 o140130230133	01401302300036
o140130230141	01401302300038
o140130230151	01401302300040
o140130230152	01401302300042
o140130230161	01401302300044
o140130230171	01401302300046
o140140010011	01401400100002
o140140010012	01401400100004
o140140010021	01401400100006
o140140010031	01401400100008
o140140010032	01401400100010
o140140010041	01401400100012
o140140010042	01401400100014
o140140010043	01401400100016
o140140010051	01401400100018
o140140010052	01401400100020
o140140010061	01401400100022
o140140010071 o140140010072	01401400100024
o140140020011	01401400200002
o140140020012	01401400200004
o140140020021	01401400200006
o140140020031	01401400200008
o140140020041	01401400200010
o140140020042	01401400200012
o140140020051	01401400200014
o140140020052	01401400200016
o140140020053	01401400200018
o140140020061	01401400200020
o140140020062	01401400200022
o140140020071	01401400200024
o140140020081	01401400200026
o140140020082	01401400200028
o140140020091	01401400200030
o140140020092	01401400200032
o140140020101	01401400200034
o140140020111	01401400200036
o140140020112	01401400200038
o140140030011	01401400300002
o140140030012	01401400300004
o140140030021	01401400300006
o140140030022	01401400300008
o140140030031	01401400300010
o140140030032	01401400300012
o140140030041	01401400300014
o140140030051	01401400300016
o140140030061	01401400300018
o140140030071 o140140030072	01401400300020
o140140030081	01401400300022
o140140030082	01401400300024
o140140030083	01401400300026
o140140030091	01401400300028
o140140030092	01401400300030
o140140030101	01401400300032
o140140030102	01401400300034
o140140030103	01401400300036
o140140040011	01401400400002
o140140040012	01401400400004
o140140040021	01401400400006
o140140040022	01401400400008
o140140040031	01401400400010
o140140040041	01401400400012
o140140040051	01401400400014
o140140040061	01401400400016
o140140040062	01401400400018
o140140040071	01401400400020
o140140040072	01401400400022
o140140040081	01401400400024
o140140040082	01401400400026
o140140040091	01401400400028
o140140040092	01401400400030
o140140040101	01401400400032
o140140040102	01401400400034
o140140040111	01401400400036
o140140040112 o140140040113	01401400400038
o140140050011	01401400500002
o140140050012	01401400500004
o140140050021	01401400500006
o140140050031	01401400500008
o140140050041	01401400500010
o140140050042	01401400500012
o140140050051	01401400500014
o140140050061	01401400500016
o140140050071	01401400500018
o140140050072	01401400500020
o140140050081	01401400500022
o140140050082	01401400500024
o140140050091 o140140050092	01401400500026
o140140050101	01401400500028
o140140050111	01401400500030
o140140050112	01401400500034
o140140050121	01401400500036
o140140050122	01401400500038
o140140050131	01401400500040
o140140050141	01401400500042
o140140050151	01401400500044
o140140050161 o140140050162	01401400500046
o140140060011	01401400600002
o140140060012	01401400600004
o140140060021	01401400600006
o140140060022	01401400600008
o140140060031	01401400600010
o140140060041	01401400600012
o140140060051	01401400600014
o140140060052	01401400600016
o140140060061	01401400600018
o140140060062	01401400600020
o140140060071	01401400600022
o140140060072	01401400600024
o140140060081	01401400600026
o140140060091	01401400600028
o140140060092	01401400600030
o140140060101	01401400600032
o140140060111	01401400600034
o140140060112	01401400600036
o140140060121 o140140060122	01401400600038
o140140060131	01401400600040
o140140060132	01401400600042
o140140060141	01401400600044
o140140060142 o140140060143	01401400600046
o140140060151	01401400600048
o140140060161	01401400600050
o140140060171	01401400600052
o140140060181	01401400600054
o140140060191 o140140060192	01401400600056
o140140060201	01401400600058
o140140060211	01401400600060
o140140060212	01401400600062
o140140060221 o140140060222	01401400600064
o140140060231	01401400600066
o140140060232	01401400600068
o140140060241	01401400600070
o140140060242	01401400600072
o140140060251	01401400600074
o140140060252	01401400600076
o140140070011	01401400700002
o140140070012	01401400700004
o140140070021	01401400700006
o140140070022	01401400700008
o140140070031	01401400700010
o140140070041	01401400700012
o140140070051	01401400700014
o140140070061	01401400700016
o140140070062	01401400700018
o140140070071	01401400700020
o140140070072	01401400700022
o140140070081	01401400700024
o140140070091	01401400700026
o140140070101	01401400700028
o140140070111	01401400700030
o140140070112	01401400700032
o140140070113	01401400700034
o140140070121	01401400700036
o140140070131	01401400700038
o140140070141	01401400700040
o140140070142	01401400700042
o140140070151	01401400700044
o140140070161	01401400700046
o140140070171	01401400700048
o140140070172	01401400700050
o140140070181	01401400700052
o140140070191	01401400700054
o140140070201	01401400700056
o140140070211	01401400700058
o140140070221	01401400700060
o140140080011	01401400800002
o140140080012	01401400800004
o140140080021 o140140080022	01401400800006
o140140080031	01401400800008
o140140080041	01401400800010
o140140080042	01401400800012
o140140080051	01401400800014
o140140080052	01401400800016
o140140080061	01401400800018
o140140080071	01401400800020
o140140080081	01401400800022
o140140080082	01401400800024
o140140080091	01401400800026
o140140080101	01401400800028
o140140080111	01401400800030
o140140080112	01401400800032
o140140080121	01401400800034
o140140080131	01401400800036
o140140090011	01401400900002
o140140090012	01401400900004
o140140090021	01401400900006
o140140090031	01401400900008
o140140090032 o140140090033	01401400900010
o140140090041	01401400900012
o140140090042	01401400900014
o140140090051	01401400900016
o140140090061	01401400900018
o140140090062	01401400900020
o140140090071	01401400900022
o140140090081	01401400900024
o140140090082	01401400900026
o140140100011	01401401000002
o140140100012	01401401000004
o140140100021	01401401000006
o140140100031	01401401000008
o140140100041	01401401000010
o140140100051 o140140100052	01401401000012
o140140100061	01401401000014
o140140100062	01401401000016
o140140100071	01401401000018
o140140100081	01401401000020
o140140100091 o140140100092	01401401000022
o140140100101	01401401000024
o140140100102	01401401000026
o140140100111	01401401000028
o140140100121	01401401000030
o140140100131	01401401000032
o140140100132	01401401000034
o140140100141	01401401000036
o140140100151 o140140100152	01401401000038
o140140100161	01401401000040
o140140100171 o140140100172	01401401000042
o140140100181	01401401000044
o140140100191 o140140100192	01401401000046
o140140100201	01401401000048
o140140100211	01401401000050
o140140100212	01401401000052
o140140100213 o140140100214	01401401000054
o140140100221	01401401000056
o140140100231	01401401000058
o140140100241	01401401000060
o140140100242	01401401000062
o140140100251	01401401000064
o140140100252	01401401000066
o140140100261	01401401000068
o140140100271 o140140100272	01401401000070
o140140100281	01401401000072
o140140100291	01401401000074
o140140100301	01401401000076
o140140100311 o140140100312	01401401000078
o140140100321	01401401000080
o140140110011	01401401100002
o140140110012	01401401100004
o140140110021	01401401100006
o140140110031	01401401100008
o140140110041	01401401100010
o140140110042	01401401100012
o140140110051	01401401100014
o140140110052	01401401100016
o140140110061	01401401100018
o140140110071	01401401100020
o140140110072	01401401100022
o140140110073	01401401100024
o140140110081	01401401100026
o140140110091	01401401100028
o140140110092	01401401100030
o140140110101	01401401100032
o140140110102	01401401100034
o140140120011	01401401200002
o140140120012 o140140120013	01401401200004
o140140120021	01401401200006
o140140120031	01401401200008
o140140120032	01401401200010
o140140120033	01401401200012
o140140120041	01401401200014
o140140120051 o140140120052	01401401200016
o140140120061	01401401200018
o140140120071	01401401200020
o140140120072	01401401200022
o140140120081	01401401200024
o140140120082	01401401200026
o140140120091	01401401200028
o140140120092	01401401200030
o140140120101	01401401200032
o140140120102	01401401200034
o140140120111 o140140120112	01401401200036
o140140120121	01401401200038
o140140120131	01401401200040
o140140120141	01401401200042
o140140120151	01401401200044
o140140120152	01401401200046
o140140120161	01401401200048
o140140120171	01401401200050
o140140120172	01401401200052
o140140120173	01401401200054
o140140120181 o140140120182	01401401200056
o140140120191	01401401200058
o140140120192	01401401200060
o140140120201	01401401200062
o140140120211	01401401200064
o140140120221	01401401200066
o140140130011	01401401300002
o140140130012	01401401300004
o140140130021	01401401300006
o140140130031	01401401300008
o140140130041	01401401300010
o140140130042	01401401300012
o140140130051	01401401300014
o140140130061	01401401300016
o140140130071	01401401300018
o140140130081	01401401300020
o140140130091	01401401300022
o140140130101	01401401300024
o140140130111 o140140130112	01401401300026
o140140130121	01401401300028
o140140130122	01401401300030
